EarthquakeNo,AreaDesc,CountyName,StationName,StationID,SeismicIntensity,EpicenterDistance,EWComponent_pga,NSComponent_pga,VComponent_pga,EWComponent_pgv,NSComponent_pgv,VComponent_pgv,WaveImageURI
114123,苗栗縣地區,苗栗縣,鯉魚潭,TWQ1,1級,157.45,0.9,0.93,0.55,0.04,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-TWQ1.gif
114123,苗栗縣地區,苗栗縣,後龍,B222,1級,161.77,1.2,1.39,0.88,0.04,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-B222.gif
114123,苗栗縣地區,苗栗縣,竹南,NJN,1級,166.0,1.44,1.19,0.56,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-NJN.gif
114123,苗栗縣地區,苗栗縣,苗栗市,NML,1級,160.69,0.9,0.57,0.38,0.02,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-NML.gif
114123,苗栗縣地區,苗栗縣,三義,NSY,1級,155.51,,,,,,,
114123,澎湖縣地區,澎湖縣,馬公市,PNG,2級,111.35,5.64,5.52,1.8,0.16,0.09,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/2-PNG.gif
114123,彰化縣地區,彰化縣,大城,WTC,2級,129.45,4.52,4.02,1.76,0.08,0.1,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/2-WTC.gif
114123,彰化縣地區,彰化縣,鹿港,B112,2級,131.53,3.08,4.19,3.11,0.12,0.11,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/2-B112.gif
114123,彰化縣地區,彰化縣,二林,WRL,2級,134.58,3.46,3.58,3.33,0.1,0.08,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/2-WRL.gif
114123,彰化縣地區,彰化縣,彰化市,WCHH,2級,142.59,4.78,3.41,1.7,0.12,0.08,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/2-WCHH.gif
114123,彰化縣地區,彰化縣,員林,WYL,2級,149.72,2.53,2.59,2.49,0.06,0.08,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/2-WYL.gif
114123,金門縣地區,金門縣,金門,KNM,2級,97.33,5.56,6.46,5.05,0.15,0.23,0.25,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/2-KNM.gif
114123,桃園市地區,桃園市,新屋,NHW,1級,190.46,1.18,0.74,0.29,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-NHW.gif
114123,新竹縣地區,新竹縣,竹北市,HSN,1級,182.67,0.53,0.83,0.49,0.03,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-HSN.gif
114123,新竹縣地區,新竹縣,竹東,NJD,1級,188.54,1.32,1.06,0.49,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-NJD.gif
114123,臺中市地區,臺中市,梧棲,WWC,1級,133.49,2.66,1.86,1.99,0.09,0.08,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-WWC.gif
114123,臺中市地區,臺中市,大甲,WDJ,1級,143.31,1.56,1.03,0.51,0.05,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-WDJ.gif
114123,臺中市地區,臺中市,臺中市,TCU,1級,152.41,0.98,1.15,0.57,0.04,0.04,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-TCU.gif
114123,臺中市地區,臺中市,霧峰,B219,1級,157.5,2.26,2.17,1.3,0.07,0.08,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-B219.gif
114123,連江縣地區,連江縣,馬祖,MSU,1級,195.08,2.24,1.98,1.72,0.05,0.04,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-MSU.gif
114123,嘉義縣地區,嘉義縣,義竹,CHN8,2級,164.47,3.86,3.17,1.26,0.1,0.09,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/2-CHN8.gif
114123,嘉義縣地區,嘉義縣,太保市,CHY1,1級,159.72,2.12,2.17,1.56,0.06,0.06,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-CHY1.gif
114123,嘉義縣地區,嘉義縣,民雄,CHN2,1級,166.97,1.45,1.55,1.09,0.05,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-CHN2.gif
114123,嘉義縣地區,嘉義縣,番路,WCKO,1級,183.8,0.82,0.91,0.41,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/1-WCKO.gif
114123,嘉義市地區,嘉義市,嘉義市,CHY,2級,166.5,3.18,2.49,0.98,0.09,0.1,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025123/2-CHY.gif
114122,南投縣地區,南投縣,合歡山,WHF,2級,38.73,6.28,4.16,2.23,0.22,0.14,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/2-WHF.gif
114122,南投縣地區,南投縣,奧萬大,OWD,2級,47.07,3.83,4.49,3.75,0.1,0.13,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/2-OWD.gif
114122,南投縣地區,南投縣,玉山,YUS,1級,91.01,0.84,0.82,0.38,0.04,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-YUS.gif
114122,南投縣地區,南投縣,日月潭,SML,1級,75.39,,,,,,,
114122,雲林縣地區,雲林縣,斗六市,WDL,1級,116.6,0.81,0.93,0.55,0.05,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-WDL.gif
114122,雲林縣地區,雲林縣,西螺,C092,1級,119.58,0.72,0.88,0.53,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-C092.gif
114122,雲林縣地區,雲林縣,麥寮,WML,1級,145.5,0.71,0.78,0.72,0.04,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-WML.gif
114122,雲林縣地區,雲林縣,土庫,WTK,1級,132.09,,,,,,,
114122,雲林縣地區,雲林縣,四湖,WSF,1級,149.25,,,,,,,
114122,新北市地區,新北市,汐止,NXZ,1級,116.44,0.8,0.64,0.26,0.03,0.02,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-NXZ.gif
114122,新北市地區,新北市,五分山,NWF,1級,116.89,,,,,,,
114122,新北市地區,新北市,淡水,NTS,1級,127.54,,,,,,,
114122,花蓮縣地區,花蓮縣,花蓮市,HWA,3級,6.06,13.17,9.78,4.84,0.61,0.42,0.15,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/3-HWA.gif
114122,花蓮縣地區,花蓮縣,秀林,TWD,3級,6.6,5.24,9.21,8.38,0.15,0.25,0.15,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/3-TWD.gif
114122,花蓮縣地區,花蓮縣,鹽寮,EYL,3級,14.06,11.48,7.66,4.8,0.51,0.32,0.2,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/3-EYL.gif
114122,花蓮縣地區,花蓮縣,太魯閣,ETL,3級,14.62,8.7,12.39,3.82,0.26,0.3,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/3-ETL.gif
114122,花蓮縣地區,花蓮縣,銅門,ETM,3級,15.68,13.85,23.46,11.41,0.47,0.68,0.21,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/3-ETM.gif
114122,花蓮縣地區,花蓮縣,西寶,ETLH,3級,25.09,7.71,13.82,10.51,0.31,0.51,0.29,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/3-ETLH.gif
114122,花蓮縣地區,花蓮縣,和平,EHP,3級,33.48,6.73,5.26,5.64,0.34,0.3,0.18,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/3-EHP.gif
114122,花蓮縣地區,花蓮縣,水璉,SHUL,2級,27.5,6.62,5.79,2.76,0.28,0.32,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/2-SHUL.gif
114122,花蓮縣地區,花蓮縣,西林,ESL,2級,30.73,4.01,4.22,2.35,0.14,0.11,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/2-ESL.gif
114122,花蓮縣地區,花蓮縣,光復,EGFH,2級,44.86,2.71,2.66,2.13,0.11,0.1,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/2-EGFH.gif
114122,花蓮縣地區,花蓮縣,石梯坪,F066,1級,61.6,0.63,0.91,0.55,0.02,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-F066.gif
114122,花蓮縣地區,花蓮縣,富里,FULB,1級,98.15,0.85,0.51,0.34,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-FULB.gif
114122,苗栗縣地區,苗栗縣,苗栗市,NML,1級,101.25,0.8,1.33,0.42,0.04,0.07,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-NML.gif
114122,苗栗縣地區,苗栗縣,竹南,NJN,1級,106.17,2.44,1.23,0.55,0.12,0.06,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-NJN.gif
114122,苗栗縣地區,苗栗縣,後龍,B222,1級,106.5,1.5,1.18,0.9,0.08,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-B222.gif
114122,苗栗縣地區,苗栗縣,三義,NSY,1級,97.52,,,,,,,
114122,臺東縣地區,臺東縣,長濱,ECB,1級,80.98,0.52,0.82,0.35,0.02,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-ECB.gif
114122,臺東縣地區,臺東縣,成功,CHK,1級,106.43,0.91,0.85,0.41,0.05,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-CHK.gif
114122,臺東縣地區,臺東縣,東河,EDH,1級,121.7,0.73,0.74,0.4,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-EDH.gif
114122,彰化縣地區,彰化縣,員林,WYL,1級,107.27,0.8,0.88,0.67,0.05,0.07,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-WYL.gif
114122,彰化縣地區,彰化縣,彰化市,WCHH,1級,109.31,1.44,1.63,0.82,0.06,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-WCHH.gif
114122,彰化縣地區,彰化縣,鹿港,B112,1級,122.23,0.93,0.92,0.58,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-B112.gif
114122,彰化縣地區,彰化縣,二林,WRL,1級,128.32,1.38,1.4,1.24,0.04,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-WRL.gif
114122,彰化縣地區,彰化縣,大城,WTC,1級,137.87,0.65,0.95,0.41,0.03,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-WTC.gif
114122,桃園市地區,桃園市,三光,NSK,1級,76.62,1.07,1.16,1.02,0.08,0.06,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-NSK.gif
114122,桃園市地區,桃園市,桃園市,NTY,1級,113.1,0.84,0.84,0.34,0.03,0.05,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-NTY.gif
114122,桃園市地區,桃園市,新屋,NHW,1級,123.76,0.8,0.76,0.19,0.05,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-NHW.gif
114122,新竹縣地區,新竹縣,關西,KSHI,1級,95.22,0.75,0.84,0.39,0.05,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-KSHI.gif
114122,新竹縣地區,新竹縣,竹東,NJD,1級,96.03,0.83,1.02,0.53,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-NJD.gif
114122,新竹縣地區,新竹縣,竹北市,HSN,1級,108.71,0.74,0.76,0.42,0.03,0.06,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-HSN.gif
114122,臺中市地區,臺中市,梨山,FUSS,2級,46.39,2.35,3.08,1.47,0.08,0.18,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/2-FUSS.gif
114122,臺中市地區,臺中市,德基,TWT,2級,53.75,2.02,3.71,1.07,0.08,0.15,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/2-TWT.gif
114122,臺中市地區,臺中市,烏石坑,WHP,1級,75.04,0.75,0.73,0.31,0.04,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-WHP.gif
114122,臺中市地區,臺中市,霧峰,B219,1級,94.83,1.06,1.16,0.5,0.05,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-B219.gif
114122,嘉義縣地區,嘉義縣,番路,WCKO,1級,123.4,0.79,0.83,0.26,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-WCKO.gif
114122,嘉義縣地區,嘉義縣,民雄,CHN2,1級,130.11,0.85,0.51,0.52,0.03,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-CHN2.gif
114122,宜蘭縣地區,宜蘭縣,南山,NNS,2級,52.14,2.92,4.64,1.63,0.14,0.2,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/2-NNS.gif
114122,宜蘭縣地區,宜蘭縣,南澳,ENA,2級,45.82,,,,,,,
114122,宜蘭縣地區,宜蘭縣,牛鬥,ENT,2級,68.01,0.27,2.61,0.67,0.01,0.07,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/2-ENT.gif
114122,宜蘭縣地區,宜蘭縣,大同,NDT,1級,64.97,0.84,0.49,0.45,0.03,0.02,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-NDT.gif
114122,宜蘭縣地區,宜蘭縣,冬山,NDS,1級,67.89,1.95,1.3,1.26,0.1,0.05,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-NDS.gif
114122,宜蘭縣地區,宜蘭縣,內城,TWE,1級,76.84,0.94,0.71,0.35,0.04,0.02,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025122/1-TWE.gif
114121,高雄市地區,高雄市,甲仙,SGS,2級,15.46,4.91,4.37,1.23,0.17,0.17,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/2-SGS.gif
114121,高雄市地區,高雄市,桃源,STYH,2級,22.35,3.55,3.6,1.54,0.08,0.08,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/2-STYH.gif
114121,高雄市地區,高雄市,六龜,SLG,1級,26.22,1.29,0.96,1.18,0.04,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-SLG.gif
114121,高雄市地區,高雄市,旗山,SCS,1級,37.64,1.05,0.96,0.69,0.05,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-SCS.gif
114121,臺南市地區,臺南市,曾文,SNS,3級,7.12,11.27,13.43,5.71,0.32,0.39,0.15,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/3-SNS.gif
114121,臺南市地區,臺南市,白河,C015,3級,21.59,10.09,9.65,8.44,0.28,0.27,0.14,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/3-C015.gif
114121,臺南市地區,臺南市,楠西,CHN1,2級,5.37,4.26,4.1,7.71,0.12,0.15,0.15,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/2-CHN1.gif
114121,臺南市地區,臺南市,新化,SHH,1級,31.29,0.99,0.93,0.54,0.05,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-SHH.gif
114121,臺南市地區,臺南市,佳里,SCL,1級,37.68,1.08,0.91,0.8,0.05,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-SCL.gif
114121,臺南市地區,臺南市,善化,SSH,1級,29.94,1.44,1.52,1.27,0.08,0.09,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-SSH.gif
114121,雲林縣地區,雲林縣,草嶺,CHN5,2級,43.55,2.61,1.7,0.92,0.1,0.09,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/2-CHN5.gif
114121,雲林縣地區,雲林縣,古坑,C168,1級,46.12,1.12,0.77,0.81,0.03,0.02,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-C168.gif
114121,雲林縣地區,雲林縣,水林,WSL,1級,48.41,1.91,1.74,1.18,0.05,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-WSL.gif
114121,雲林縣地區,雲林縣,斗六市,WDL,1級,55.2,0.88,1.01,1.1,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-WDL.gif
114121,雲林縣地區,雲林縣,西螺,C092,1級,63.87,1.56,2.0,0.88,0.07,0.08,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-C092.gif
114121,雲林縣地區,雲林縣,麥寮,WML,1級,73.92,1.76,1.55,1.67,0.07,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-WML.gif
114121,雲林縣地區,雲林縣,四湖,WSF,1級,57.79,,,,,,,
114121,雲林縣地區,雲林縣,土庫,WTK,1級,55.19,,,,,,,
114121,彰化縣地區,彰化縣,二林,WRL,2級,78.36,3.06,2.72,1.64,0.1,0.11,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/2-WRL.gif
114121,彰化縣地區,彰化縣,大城,WTC,1級,76.83,1.25,1.42,0.44,0.05,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-WTC.gif
114121,彰化縣地區,彰化縣,鹿港,B112,1級,93.92,0.9,0.96,0.67,0.03,0.02,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-B112.gif
114121,彰化縣地區,彰化縣,彰化市,WCHH,1級,95.57,1.95,1.49,0.65,0.03,0.02,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-WCHH.gif
114121,嘉義縣地區,嘉義縣,大埔,WTP,4級,6.36,47.76,44.26,7.77,1.11,0.92,0.13,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/4-WTP.gif
114121,嘉義縣地區,嘉義縣,番路,WCKO,2級,24.77,5.38,6.67,3.24,0.19,0.26,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/2-WCKO.gif
114121,嘉義縣地區,嘉義縣,民雄,CHN2,2級,36.08,4.54,7.03,5.71,0.1,0.12,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/2-CHN2.gif
114121,嘉義縣地區,嘉義縣,義竹,CHN8,1級,38.01,2.16,1.49,3.65,0.05,0.06,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-CHN8.gif
114121,嘉義縣地區,嘉義縣,太保市,CHY1,1級,38.49,2.76,1.91,2.17,0.06,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-CHY1.gif
114121,嘉義縣地區,嘉義縣,阿里山,ALS,1級,40.91,0.88,1.23,0.33,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-ALS.gif
114121,花蓮縣地區,花蓮縣,富里,FULB,1級,74.44,0.95,1.03,0.38,0.04,0.04,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-FULB.gif
114121,嘉義市地區,嘉義市,嘉義市,CHY,1級,33.78,1.93,2.27,2.28,0.06,0.09,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-CHY.gif
114121,臺東縣地區,臺東縣,利稻,ELD,1級,47.03,0.99,1.16,0.79,0.02,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025121/1-ELD.gif
114120,南投縣地區,南投縣,合歡山,WHF,1級,59.44,0.98,0.72,0.32,0.04,0.04,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/1-WHF.gif
114120,新北市地區,新北市,五分山,NWF,1級,90.86,,,,,,,
114120,臺中市地區,臺中市,梨山,FUSS,1級,61.05,0.54,0.79,0.29,0.02,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/1-FUSS.gif
114120,花蓮縣地區,花蓮縣,和平,EHP,3級,11.4,7.19,6.23,5.76,0.22,0.24,0.2,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/3-EHP.gif
114120,花蓮縣地區,花蓮縣,太魯閣,ETL,2級,24.94,3.07,5.68,1.34,0.05,0.1,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/2-ETL.gif
114120,花蓮縣地區,花蓮縣,西寶,ETLH,2級,37.25,3.26,3.18,2.83,0.07,0.09,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/2-ETLH.gif
114120,花蓮縣地區,花蓮縣,鹽寮,EYL,1級,46.16,1.32,0.99,0.41,0.05,0.04,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/1-EYL.gif
114120,宜蘭縣地區,宜蘭縣,南澳,ENA,3級,21.33,18.2,19.55,4.84,0.33,0.27,0.11,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/3-ENA.gif
114120,宜蘭縣地區,宜蘭縣,冬山,NDS,2級,44.03,2.91,4.59,2.41,0.11,0.29,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/2-NDS.gif
114120,宜蘭縣地區,宜蘭縣,牛鬥,ENT,2級,50.61,0.43,2.71,1.14,0.01,0.12,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/2-ENT.gif
114120,宜蘭縣地區,宜蘭縣,南山,NNS,2級,51.21,1.67,4.63,0.67,0.07,0.15,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/2-NNS.gif
114120,宜蘭縣地區,宜蘭縣,蘇澳,TWC,1級,39.24,1.23,1.31,0.59,0.03,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/1-TWC.gif
114120,宜蘭縣地區,宜蘭縣,大同,NDT,1級,51.2,0.84,0.87,0.52,0.05,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/1-NDT.gif
114120,宜蘭縣地區,宜蘭縣,內城,TWE,1級,53.96,1.37,0.98,0.55,0.06,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/1-TWE.gif
114120,宜蘭縣地區,宜蘭縣,宜蘭市,ILA,1級,57.19,1.67,1.26,0.68,0.12,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/1-ILA.gif
114120,宜蘭縣地區,宜蘭縣,頭城,NTC,1級,66.45,0.66,0.81,0.35,0.05,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025120/1-NTC.gif
114119,南投縣地區,南投縣,合歡山,WHF,3級,104.12,8.76,7.12,3.43,0.41,0.39,0.18,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-WHF.gif
114119,南投縣地區,南投縣,奧萬大,OWD,2級,126.78,2.93,3.44,2.16,0.1,0.11,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-OWD.gif
114119,南投縣地區,南投縣,國姓,WCS,2級,136.28,1.91,3.61,1.45,0.06,0.09,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-WCS.gif
114119,南投縣地區,南投縣,信義鄉,WHY,2級,169.54,3.11,3.35,1.36,0.14,0.18,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-WHY.gif
114119,南投縣地區,南投縣,玉山,YUS,2級,182.17,2.91,3.41,0.92,0.33,0.21,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-YUS.gif
114119,南投縣地區,南投縣,埔里,WPL,1級,136.31,1.09,0.99,1.09,0.08,0.07,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-WPL.gif
114119,南投縣地區,南投縣,日月潭,SML,1級,150.3,1.97,1.23,0.78,0.21,0.13,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-SML.gif
114119,南投縣地區,南投縣,南投市,WNT1,1級,164.9,0.88,1.0,1.29,0.06,0.07,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-WNT1.gif
114119,南投縣地區,南投縣,竹山,WJS,1級,167.78,0.98,1.51,0.62,0.08,0.08,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-WJS.gif
114119,高雄市地區,高雄市,桃源,STYH,1級,220.83,0.71,0.66,0.42,0.05,0.04,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-STYH.gif
114119,臺南市地區,臺南市,佳里,SCL,2級,256.86,1.72,2.94,0.82,0.13,0.15,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/2-SCL.gif
114119,臺南市地區,臺南市,白河,C015,1級,227.61,1.1,1.19,0.93,0.14,0.12,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-C015.gif
114119,臺南市地區,臺南市,善化,SSH,1級,254.23,0.87,0.77,0.49,0.07,0.09,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/1-SSH.gif
114119,臺北市地區,臺北市,信義區,NHY,4級,38.74,10.05,10.38,31.46,0.48,0.69,0.54,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/4-NHY.gif
114119,臺北市地區,臺北市,木柵,TWA,3級,33.85,5.24,8.0,3.45,0.44,0.6,0.24,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-TWA.gif
114119,臺北市地區,臺北市,臺北市,TAP,3級,43.62,7.01,7.54,17.44,0.44,0.93,0.24,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025119/3-TAP.gif
