EarthquakeNo,AreaDesc,CountyName,StationName,StationID,SeismicIntensity,EpicenterDistance,EWComponent_pga,NSComponent_pga,VComponent_pga,EWComponent_pgv,NSComponent_pgv,VComponent_pgv,WaveImageURI
114130,高雄市地區,高雄市,高雄市,D106,2級,41.37,4.15,3.79,2.08,0.1,0.12,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025130/2-D106.gif
114130,高雄市地區,高雄市,壽山,WSS,1級,35.76,1.78,1.21,1.08,0.07,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025130/1-WSS.gif
114130,高雄市地區,高雄市,路竹,D009,1級,38.65,1.31,1.14,0.62,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025130/1-D009.gif
114130,高雄市地區,高雄市,楠梓,KAUH,1級,39.93,0.83,0.69,0.84,0.03,0.02,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025130/1-KAUH.gif
114130,臺南市地區,臺南市,臺南市,TAI,1級,41.93,1.45,1.64,1.63,0.03,0.03,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025130/1-TAI.gif
114130,臺南市地區,臺南市,永康,TAI1,1級,47.8,1.61,1.65,0.66,0.06,0.08,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025130/1-TAI1.gif
114130,臺南市地區,臺南市,新化,SHH,1級,54.96,1.9,1.77,1.04,0.07,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025130/1-SHH.gif
114130,臺南市地區,臺南市,佳里,SCL,1級,58.03,0.79,0.88,0.77,0.04,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025130/1-SCL.gif
114130,臺南市地區,臺南市,善化,SSH,1級,59.5,1.01,1.21,1.27,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025130/1-SSH.gif
114130,嘉義縣地區,嘉義縣,番路,WCKO,1級,106.03,,,,,,,
114130,屏東縣地區,屏東縣,小琉球,WLCH,1級,62.13,1.03,0.63,0.43,0.04,0.02,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025130/1-WLCH.gif
114129,南投縣地區,南投縣,國姓,WCS,3級,4.59,4.06,11.54,4.13,0.12,0.26,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/3-WCS.gif
114129,南投縣地區,南投縣,奧萬大,OWD,2級,32.86,1.81,3.01,2.87,0.03,0.05,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/2-OWD.gif
114129,南投縣地區,南投縣,埔里,WPL,1級,11.24,1.68,1.38,1.53,0.03,0.02,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WPL.gif
114129,南投縣地區,南投縣,魚池,TYC,1級,20.96,0.96,0.89,0.64,0.03,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-TYC.gif
114129,南投縣地區,南投縣,日月潭,SML,1級,23.56,1.33,1.16,0.83,0.05,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-SML.gif
114129,南投縣地區,南投縣,竹山,WJS,1級,34.32,0.69,0.79,0.35,0.02,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WJS.gif
114129,南投縣地區,南投縣,合歡山,WHF,1級,39.25,1.34,0.88,0.33,0.05,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WHF.gif
114129,南投縣地區,南投縣,信義鄉,WHY,1級,44.2,0.85,1.03,0.38,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WHY.gif
114129,彰化縣地區,彰化縣,彰化市,WCHH,2級,33.79,7.3,4.96,2.49,0.1,0.09,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/2-WCHH.gif
114129,彰化縣地區,彰化縣,員林,WYL,1級,34.83,2.66,2.59,1.48,0.07,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WYL.gif
114129,彰化縣地區,彰化縣,鹿港,B112,1級,46.96,2.47,1.56,1.6,0.06,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-B112.gif
114129,彰化縣地區,彰化縣,大城,WTC,1級,66.34,1.2,1.33,0.7,0.02,0.02,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WTC.gif
114129,彰化縣地區,彰化縣,二林,WRL,1級,56.23,1.36,1.46,1.41,0.04,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WRL.gif
114129,雲林縣地區,雲林縣,土庫,WTK,1級,68.07,,,,,,,
114129,雲林縣地區,雲林縣,斗六市,WDL,1級,55.16,1.33,0.89,1.05,0.05,0.09,0.12,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WDL.gif
114129,雲林縣地區,雲林縣,四湖,WSF,1級,84.22,1.92,1.45,0.84,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WSF.gif
114129,新竹縣地區,新竹縣,竹東,NJD,1級,74.08,,,,,,,
114129,臺中市地區,臺中市,霧峰,B219,2級,20.21,4.16,6.79,2.21,0.11,0.14,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/2-B219.gif
114129,臺中市地區,臺中市,臺中市,TCU,2級,21.76,3.8,4.51,1.69,0.08,0.08,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/2-TCU.gif
114129,臺中市地區,臺中市,德基,TWT,2級,32.59,1.33,3.26,0.9,0.04,0.11,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/2-TWT.gif
114129,臺中市地區,臺中市,烏石坑,WHP,1級,21.25,2.03,1.12,0.98,0.07,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WHP.gif
114129,臺中市地區,臺中市,大甲,WDJ,1級,37.99,0.99,1.0,0.64,0.04,0.03,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WDJ.gif
114129,臺中市地區,臺中市,梧棲,WWC,1級,41.47,1.23,1.12,2.02,0.04,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-WWC.gif
114129,嘉義縣地區,嘉義縣,民雄,CHN2,1級,75.31,0.91,1.92,1.05,0.02,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-CHN2.gif
114129,嘉義縣地區,嘉義縣,太保市,CHY1,1級,93.14,1.54,1.1,0.66,0.02,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-CHY1.gif
114129,嘉義縣地區,嘉義縣,義竹,CHN8,1級,107.14,1.82,1.97,0.66,0.05,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-CHN8.gif
114129,苗栗縣地區,苗栗縣,鯉魚潭,TWQ1,1級,30.24,1.07,1.42,0.85,0.04,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-TWQ1.gif
114129,苗栗縣地區,苗栗縣,三義,NSY,1級,37.71,1.63,1.76,1.94,0.08,0.06,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-NSY.gif
114129,苗栗縣地區,苗栗縣,後龍,B222,1級,61.93,1.7,2.64,0.93,0.04,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-B222.gif
114129,苗栗縣地區,苗栗縣,竹南,NJN,1級,65.57,1.39,1.56,0.62,0.05,0.06,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-NJN.gif
114129,花蓮縣地區,花蓮縣,西寶,ETLH,1級,61.42,0.74,0.87,0.66,0.03,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025129/1-ETLH.gif
114128,南投縣地區,南投縣,合歡山,WHF,2級,41.68,3.64,3.1,1.41,0.16,0.1,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/2-WHF.gif
114128,南投縣地區,南投縣,奧萬大,OWD,1級,53.87,2.15,2.14,2.04,0.05,0.05,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/1-OWD.gif
114128,新北市地區,新北市,汐止,NXZ,1級,108.1,0.72,0.74,0.24,0.02,0.02,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/1-NXZ.gif
114128,臺中市地區,臺中市,德基,TWT,2級,55.12,1.36,2.62,1.09,0.08,0.15,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/2-TWT.gif
114128,臺中市地區,臺中市,梨山,FUSS,1級,47.16,1.6,1.92,1.32,0.09,0.1,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/1-FUSS.gif
114128,花蓮縣地區,花蓮縣,太魯閣,ETL,4級,8.49,46.19,101.19,21.02,0.76,2.43,0.42,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/4-ETL.gif
114128,花蓮縣地區,花蓮縣,花蓮市,HWA,3級,15.71,10.0,6.61,4.46,0.4,0.22,0.15,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/3-HWA.gif
114128,花蓮縣地區,花蓮縣,西寶,ETLH,3級,23.22,8.78,8.73,9.53,0.2,0.26,0.23,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/3-ETLH.gif
114128,花蓮縣地區,花蓮縣,鹽寮,EYL,3級,23.53,12.03,10.58,4.75,0.32,0.35,0.17,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/3-EYL.gif
114128,花蓮縣地區,花蓮縣,和平,EHP,3級,23.91,10.81,13.17,22.7,0.41,0.41,0.35,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/3-EHP.gif
114128,花蓮縣地區,花蓮縣,銅門,ETM,3級,24.38,10.27,11.16,9.2,0.29,0.26,0.23,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/3-ETM.gif
114128,花蓮縣地區,花蓮縣,秀林,TWD,2級,8.06,5.94,4.54,4.8,0.1,0.09,0.09,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/2-TWD.gif
114128,花蓮縣地區,花蓮縣,水璉,SHUL,2級,36.99,3.99,4.46,2.55,0.19,0.23,0.12,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/2-SHUL.gif
114128,花蓮縣地區,花蓮縣,西林,ESL,1級,40.4,3.84,3.61,1.85,0.1,0.07,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/1-ESL.gif
114128,花蓮縣地區,花蓮縣,光復,EGFH,1級,54.61,1.12,0.91,1.39,0.04,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/1-EGFH.gif
114128,苗栗縣地區,苗栗縣,泰安,H176,1級,85.16,,,,,,,
114128,宜蘭縣地區,宜蘭縣,南澳,ENA,3級,36.5,23.18,15.41,10.24,0.24,0.25,0.16,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/3-ENA.gif
114128,宜蘭縣地區,宜蘭縣,南山,NNS,2級,47.93,3.75,5.92,1.09,0.22,0.2,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/2-NNS.gif
114128,宜蘭縣地區,宜蘭縣,冬山,NDS,2級,59.04,2.55,1.44,1.23,0.13,0.07,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/2-NDS.gif
114128,宜蘭縣地區,宜蘭縣,牛鬥,ENT,2級,60.32,0.46,3.91,1.02,0.02,0.12,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/2-ENT.gif
114128,宜蘭縣地區,宜蘭縣,大同,NDT,1級,57.97,0.71,0.85,0.46,0.05,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/1-NDT.gif
114128,宜蘭縣地區,宜蘭縣,蘇澳,TWC,1級,58.95,1.29,0.63,0.77,0.03,0.02,0.22,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/1-TWC.gif
114128,宜蘭縣地區,宜蘭縣,內城,TWE,1級,68.25,0.82,0.63,0.4,0.04,0.02,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/1-TWE.gif
114128,宜蘭縣地區,宜蘭縣,宜蘭市,ILA,1級,73.76,0.89,0.69,0.55,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/1-ILA.gif
114128,宜蘭縣地區,宜蘭縣,頭城,NTC,1級,84.66,0.98,0.71,0.35,0.04,0.04,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025128/1-NTC.gif
114127,南投縣地區,南投縣,奧萬大,OWD,1級,101.2,1.23,1.41,1.37,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-OWD.gif
114127,南投縣地區,南投縣,合歡山,WHF,1級,105.24,1.3,0.97,0.66,0.05,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-WHF.gif
114127,南投縣地區,南投縣,玉山,YUS,1級,110.89,1.3,1.33,0.63,0.06,0.08,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-YUS.gif
114127,臺南市地區,臺南市,白河,C015,1級,167.55,0.65,1.05,0.55,0.04,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-C015.gif
114127,臺南市地區,臺南市,新化,SHH,1級,181.99,0.66,0.69,0.38,0.04,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-SHH.gif
114127,臺南市地區,臺南市,善化,SSH,1級,184.45,1.22,0.99,0.34,0.08,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-SSH.gif
114127,彰化縣地區,彰化縣,彰化市,WCHH,1級,163.97,1.92,1.6,0.7,0.05,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-WCHH.gif
114127,彰化縣地區,彰化縣,二林,WRL,1級,175.35,1.06,0.73,2.29,0.03,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-WRL.gif
114127,彰化縣地區,彰化縣,鹿港,B112,1級,175.17,1.16,1.03,1.86,0.04,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-B112.gif
114127,彰化縣地區,彰化縣,大城,WTC,1級,183.16,0.55,0.82,1.16,0.03,0.05,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-WTC.gif
114127,彰化縣地區,彰化縣,員林,WYL,1級,157.36,0.98,0.86,0.68,0.05,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-WYL.gif
114127,新竹縣地區,新竹縣,關西,KSHI,1級,165.73,0.85,0.97,0.71,0.07,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-KSHI.gif
114127,臺中市地區,臺中市,梨山,FUSS,1級,115.27,0.71,1.09,0.42,0.04,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-FUSS.gif
114127,臺中市地區,臺中市,德基,TWT,1級,121.47,1.03,0.95,0.37,0.05,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-TWT.gif
114127,臺中市地區,臺中市,霧峰,B219,1級,149.12,1.04,0.99,0.74,0.03,0.03,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-B219.gif
114127,嘉義縣地區,嘉義縣,番路,WCKO,1級,147.34,0.94,1.04,0.36,0.04,0.05,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-WCKO.gif
114127,嘉義縣地區,嘉義縣,民雄,CHN2,1級,160.37,0.68,0.76,0.6,0.03,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-CHN2.gif
114127,嘉義縣地區,嘉義縣,義竹,CHN8,1級,187.1,0.92,1.05,0.7,0.04,0.07,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-CHN8.gif
114127,花蓮縣地區,花蓮縣,東富,F033,3級,60.43,8.11,10.0,2.93,0.3,0.55,0.18,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/3-F033.gif
114127,花蓮縣地區,花蓮縣,水璉,SHUL,2級,57.82,5.29,5.39,3.23,0.22,0.18,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/2-SHUL.gif
114127,花蓮縣地區,花蓮縣,太魯閣,ETL,2級,83.5,3.71,4.31,1.17,0.06,0.08,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/2-ETL.gif
114127,花蓮縣地區,花蓮縣,石梯坪,F066,1級,54.56,2.77,2.68,1.66,0.07,0.1,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-F066.gif
114127,花蓮縣地區,花蓮縣,鹽寮,EYL,1級,62.56,3.06,2.95,1.36,0.09,0.07,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-EYL.gif
114127,花蓮縣地區,花蓮縣,花蓮市,HWA,1級,67.48,2.38,1.93,0.96,0.16,0.09,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-HWA.gif
114127,花蓮縣地區,花蓮縣,西林,ESL,1級,69.88,2.2,2.74,1.13,0.04,0.03,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ESL.gif
114127,花蓮縣地區,花蓮縣,紅葉,EHY,1級,73.02,1.63,1.68,1.27,0.04,0.04,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-EHY.gif
114127,花蓮縣地區,花蓮縣,銅門,ETM,1級,75.41,2.2,2.27,2.08,0.09,0.1,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ETM.gif
114127,花蓮縣地區,花蓮縣,玉里,EYUL,1級,76.42,1.19,1.26,1.14,0.05,0.09,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-EYUL.gif
114127,花蓮縣地區,花蓮縣,富里,FULB,1級,84.34,1.48,1.63,0.64,0.08,0.06,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-FULB.gif
114127,花蓮縣地區,花蓮縣,和平,EHP,1級,93.25,2.36,2.67,2.08,0.09,0.08,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-EHP.gif
114127,花蓮縣地區,花蓮縣,西寶,ETLH,1級,95.95,2.29,3.15,1.57,0.08,0.07,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ETLH.gif
114127,宜蘭縣地區,宜蘭縣,南澳,ENA,1級,105.62,3.11,3.21,0.94,0.06,0.07,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ENA.gif
114127,宜蘭縣地區,宜蘭縣,南山,NNS,1級,122.75,1.2,1.24,0.4,0.08,0.06,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-NNS.gif
114127,宜蘭縣地區,宜蘭縣,冬山,NDS,1級,128.72,,,,,,,
114127,宜蘭縣地區,宜蘭縣,牛鬥,ENT,1級,133.63,0.3,1.03,0.46,0.02,0.04,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ENT.gif
114127,臺東縣地區,臺東縣,成功,CHK,3級,82.74,13.98,7.05,2.95,0.22,0.15,0.06,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/3-CHK.gif
114127,臺東縣地區,臺東縣,東河,EDH,3級,96.69,8.9,9.04,4.62,0.26,0.24,0.1,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/3-EDH.gif
114127,臺東縣地區,臺東縣,長濱,ECB,2級,64.48,7.91,8.1,3.74,0.16,0.18,0.08,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/2-ECB.gif
114127,臺東縣地區,臺東縣,海端,EHD,1級,94.83,1.24,1.85,1.22,0.05,0.08,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-EHD.gif
114127,臺東縣地區,臺東縣,池上,ECS,1級,96.35,1.64,1.36,0.8,0.08,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ECS.gif
114127,臺東縣地區,臺東縣,綠島,LDU,1級,110.29,0.96,1.34,0.98,0.03,0.04,0.02,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-LDU.gif
114127,臺東縣地區,臺東縣,利稻,ELD,1級,110.37,1.06,1.36,0.8,0.03,0.04,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-ELD.gif
114127,臺東縣地區,臺東縣,蘭嶼,LAY,1級,171.21,1.13,1.39,0.67,0.03,0.03,0.01,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025127/1-LAY.gif
114126,南投縣地區,南投縣,合歡山,WHF,3級,32.99,15.89,12.22,9.59,0.54,0.59,0.18,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/3-WHF.gif
114126,南投縣地區,南投縣,奧萬大,OWD,3級,38.54,12.89,13.53,8.58,0.36,0.34,0.23,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/3-OWD.gif
114126,南投縣地區,南投縣,日月潭,SML,2級,66.73,2.64,3.42,1.31,0.2,0.33,0.11,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/2-SML.gif
114126,南投縣地區,南投縣,埔里,WPL,1級,60.58,1.44,2.07,1.07,0.08,0.11,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WPL.gif
114126,南投縣地區,南投縣,國姓,WCS,1級,65.55,0.78,1.0,0.41,0.04,0.05,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WCS.gif
114126,南投縣地區,南投縣,信義鄉,WHY,1級,78.46,0.78,0.83,0.45,0.06,0.05,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WHY.gif
114126,南投縣地區,南投縣,玉山,YUS,1級,82.47,2.34,1.68,0.59,0.15,0.12,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-YUS.gif
114126,南投縣地區,南投縣,竹山,WJS,1級,86.06,1.02,0.59,0.45,0.12,0.06,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WJS.gif
114126,南投縣地區,南投縣,南投市,WNT1,1級,89.27,0.76,0.77,0.5,0.06,0.06,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WNT1.gif
114126,高雄市地區,高雄市,旗山,SCS,1級,163.69,0.8,0.95,0.44,0.07,0.08,0.04,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-SCS.gif
114126,臺南市地區,臺南市,白河,C015,1級,136.08,0.89,1.09,1.11,0.13,0.18,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-C015.gif
114126,雲林縣地區,雲林縣,草嶺,CHN5,2級,99.43,3.42,1.91,1.08,0.35,0.24,0.15,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/2-CHN5.gif
114126,雲林縣地區,雲林縣,西螺,C092,1級,110.9,0.97,0.89,0.47,0.14,0.13,0.05,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-C092.gif
114126,雲林縣地區,雲林縣,四湖,WSF,1級,140.44,0.96,1.37,0.66,0.1,0.08,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WSF.gif
114126,雲林縣地區,雲林縣,斗六市,WDL,1級,107.77,1.61,1.41,0.85,0.21,0.13,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WDL.gif
114126,雲林縣地區,雲林縣,麥寮,WML,1級,136.94,1.14,1.25,0.48,0.12,0.15,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WML.gif
114126,雲林縣地區,雲林縣,水林,WSL,1級,144.74,0.81,0.81,0.26,0.07,0.08,0.03,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WSL.gif
114126,雲林縣地區,雲林縣,土庫,WTK,1級,123.29,1.54,1.46,0.69,0.19,0.18,0.07,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/1-WTK.gif
114126,新北市地區,新北市,五分山,NWF,1級,121.93,,,,,,,
114126,新北市地區,新北市,淡水,NTS,1級,130.41,,,,,,,
114126,花蓮縣地區,花蓮縣,花蓮市,HWA,4級,6.56,68.05,77.57,37.41,2.89,3.14,0.86,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/4-HWA.gif
114126,花蓮縣地區,花蓮縣,銅門,ETM,4級,6.76,106.31,159.88,56.08,4.62,3.42,1.74,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/4-ETM.gif
114126,花蓮縣地區,花蓮縣,鹽寮,EYL,4級,11.13,154.27,122.13,53.79,5.19,5.56,1.92,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/4-EYL.gif
114126,花蓮縣地區,花蓮縣,太魯閣,ETL,4級,19.74,51.49,38.01,16.29,0.88,0.73,0.18,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/4-ETL.gif
114126,花蓮縣地區,花蓮縣,秀林,TWD,4級,11.13,,,,,,,
114126,花蓮縣地區,花蓮縣,水璉,SHUL,4級,22.83,27.37,23.14,14.61,1.9,1.99,0.52,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/4-SHUL.gif
114126,花蓮縣地區,花蓮縣,西林,ESL,3級,23.03,50.04,37.65,12.52,0.95,0.78,0.5,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/3-ESL.gif
114126,花蓮縣地區,花蓮縣,西寶,ETLH,3級,24.78,14.4,16.49,11.16,0.37,0.39,0.25,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/3-ETLH.gif
114126,花蓮縣地區,花蓮縣,東富,F033,3級,34.94,16.69,16.13,7.59,1.1,1.3,0.58,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/3-F033.gif
114126,花蓮縣地區,花蓮縣,和平,EHP,2級,40.38,4.5,3.85,3.53,0.14,0.13,0.1,https://scweb.cwa.gov.tw/webdata/drawTrace/outcome/2025/2025126/2-EHP.gif
